field_1,RefID,Database,Reference,LatDec,LongDec,Site,SiteID,Country,ID,Ecosystem,SiteDescrip,Class,ShoulderSeason,Seas,Year.P,Years,SampleDays,Month.Numbers,SampMonths,Meth,Coll,Occ,GrowSL,CH4An,log.CH4,CH4.Pos,CH4Av,CH4Md,CH4Mx,NEPPer,ERPer,GEPPer,MAAT,MAP,TPer,AveGridTemp,TSoilA,TsoilB,TSoilDepth,WTAv,WTFit,WTMax,WTMin,WTFluc,SoilMoist,SoilMostD,Org,AL,Thaw,PfReg,PfConA,PfTh,pH,Sedge,Sphag,Moss,Trees,Shrubs,Annual.Temp,TotalID,CD_Pcp_An,BIOME,Occ.w,Cell_ID,Long,Lat,Area_Pct,Shp_Area,GLA,ROC,TUN,BOR,WET,PEB,WTU,MAR,BOG,FEN,LAK,LAL,MPL,MYL,MGL,SPL,SYL,SGL,RIV,LAR,SRR,SRP,GLA_L,GLA_H,ROC_L,ROC_H,TUN_L,TUN_H,BOR_L,BOR_H,WET_L,WET_H,PEB_L,PEB_H,WTU_L,WTU_H,MAR_L,MAR_H,BOG_L,BOG_H,FEN_L,FEN_H,LAK_L,LAK_H,LAL_L,LAL_H,MPL_L,MPL_H,MYL_L,MYL_H,MGL_L,MGL_H,SPL_L,SPL_H,SYL_L,SYL_H,SGL_L,SGL_H,RIV_L,RIV_H,LAR_L,LAR_H,SRR_L,SRR_H,SRP_L,SRP_H,WETSCAPE,CD_Tmp_m0,CD_Tmp_m1,CD_Tmp_m2,CD_Tmp_m3,CD_Tmp_m4,CD_Tmp_m5,CD_Tmp_m6,CD_Tmp_m7,CD_Tmp_m8,CD_Tmp_m9,CD_Tmp_m10,CD_Tmp_m11,CD_Tmp_An
"125","20",Olefeldt,"Fan et al., 1992, JGR",61.08,-162,"Yukon Delta, Alaska, US",Yukon,USA,NA,Lake/Lake Edge,NA,Marshes,NA,S,"1992","1988",NA,"2",JA,E,NA,NA,NA,NA,"1.822821645","66.5","56.5",NA,NA,NA,NA,NA,"-1.2","406",NA,"9.79","5",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",C,NA,N,NA,NA,NA,NA,NA,NA,"-0.89",YukonMarsh ,"475.962","11",NA,"6783",-162.25,61.25,99.54,1489100198.000000000000000,0.00,0.00,27.50,0.00,47.84,28.41,14.00,1.23,1.39,2.82,24.48,4.87,4.27,6.71,2.32,2.89,2.92,0.51,0.18,0.00,0.18,0.00,0.00,0.00,0.00,0.00,18.89,28.67,0.00,0.00,47.30,59.56,28.41,39.19,6.26,14.00,0.71,1.26,0.59,1.75,2.79,5.46,23.26,24.70,4.56,4.88,4.24,6.59,1.81,6.71,1.04,2.34,2.89,4.10,1.85,3.64,0.20,0.55,0.00,0.20,0.00,0.00,0.08,0.41,0.00,0.00,"15",-14.20480000000,-11.41960000000,-10.42330000000,-2.57888000000,5.41370000000,11.24330000000,13.05810000000,11.85440000000,7.39149000000,-0.57888400000,-7.78630000000,-12.44380000000,-0.87287100000
"127","21",Olefeldt,"Flessa et al., 2008, Global Change Biology",67.5,86.41666667,"Igarka, Krasnoyarsk Krai, Russia",Igarka,Russia,"6",Forest tundra ecotone,Palsa plateau,PermBog,NA,S,"2008","2003, 2006-2007",NA,"2",JA,C,"4","15",NA,"-0.04","0.977723605","9.5","-0.5",NA,NA,NA,NA,NA,"-7.4","510",NA,"3.235",NA,"2","10","-40","-25",NA,NA,NA,NA,NA,NA,"40",NA,D,P,N,NA,A,P,P,A,P,"-6.86",IgarkaPermBog,"539.108","6","1.20411998265592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"130","22",Olefeldt,"Friborg et al., 1997, GRL",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,NA,Palsa complex,Palsa mire and flow-through fen,PermWet,NA,T,"1997","1996",NA,"3",MJuJ,E,NA,NA,NA,NA,"1.176091259","15","5",NA,NA,NA,NA,NA,"-0.5","310",NA,"8.633333333","1",NA,"5",NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,D,P,Y,NA,D,P,A,A,P,"-2.86",StordalenPermWet,"693.159","11",NA,"14993",19.25,68.25,100.00,1153571863.000000000000000,0.12,18.55,57.18,8.53,2.84,0.03,0.00,0.00,1.27,1.54,12.44,11.23,0.17,0.00,0.71,0.00,0.00,0.33,0.34,0.00,0.01,0.33,0.01,2.00,14.97,30.30,33.88,60.57,7.56,15.91,0.00,5.57,0.00,0.14,0.00,1.62,0.00,0.11,0.00,3.44,1.29,5.04,12.03,13.38,10.33,11.24,0.17,0.95,0.00,0.18,0.71,1.28,0.00,0.61,0.00,0.11,0.15,0.69,0.10,0.63,0.00,0.34,0.00,0.01,0.26,0.41,"11",-13.70480000000,-13.79370000000,-10.23070000000,-4.65667000000,1.23964000000,6.97297000000,10.38410000000,8.55444000000,3.73223000000,-2.60111000000,-8.68998000000,-11.53320000000,-2.86057000000
"131","22",Olefeldt,"Friborg et al., 1997, GRL",68.37,19.05,"Stordalen, Sweden",Stordalen,Sweden,NA,Palsa complex,Palsa mire and flow-through fen,PermWet,NA,S,"1997","1996",NA,"3",MJuJ,E,NA,NA,NA,NA,"2.025305865","106","96",NA,NA,NA,NA,NA,"-0.5","310",NA,"8.633333333","11",NA,"5",NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,D,P,Y,NA,D,P,A,A,P,"-2.86",StordalenPermWet,"693.159","11",NA,"14993",19.25,68.25,100.00,1153571863.000000000000000,0.12,18.55,57.18,8.53,2.84,0.03,0.00,0.00,1.27,1.54,12.44,11.23,0.17,0.00,0.71,0.00,0.00,0.33,0.34,0.00,0.01,0.33,0.01,2.00,14.97,30.30,33.88,60.57,7.56,15.91,0.00,5.57,0.00,0.14,0.00,1.62,0.00,0.11,0.00,3.44,1.29,5.04,12.03,13.38,10.33,11.24,0.17,0.95,0.00,0.18,0.71,1.28,0.00,0.61,0.00,0.11,0.15,0.69,0.10,0.63,0.00,0.34,0.00,0.01,0.26,0.41,"11",-13.70480000000,-13.79370000000,-10.23070000000,-4.65667000000,1.23964000000,6.97297000000,10.38410000000,8.55444000000,3.73223000000,-2.60111000000,-8.68998000000,-11.53320000000,-2.86057000000
"132","23",Olefeldt,"Friborg et al., 2000, Global Biogeochmical Cycles",74.5,-21,"Zackenberg, Greenland",Zackenberg,Greenland,NA,Fen,"Continuous fen, hummocky fen",PermWet,NA,S,"2000","1997",NA,"3",JuJA,E,NA,NA,NA,"3.7","1.72427587","53","43",NA,NA,"0.41","1.22","1.64","-10","200",NA,"1.92","2","2","10","-2","-2","5","-8","13",NA,NA,NA,"40","25",C,P,N,NA,D,A,P,A,P,"-9.66",ZackenbergPermWet,"330.782","11",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"134","24",Olefeldt,"Galchenko et al., 2001, Microbiology",64.83,77.58333333,"Tarko-Sale, Tuymen Oblast, Russia",Tarko,Russia,NA,Water logged soils,Dwarf shrub tundra or bog,PermBog,NA,S,"2001","1995",NA,"3",JuJA,E,"4","1",NA,NA,"0.977723605","9.5","-0.5",NA,NA,NA,NA,NA,NA,NA,NA,"10.92666667",NA,NA,NA,NA,"-25",NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,D,D,A,A,NA,"-4.06",TarkoPermBog,"548.975","6","0.301029995663981","10968",77.75,64.75,100.00,1327141012.000000000000000,0.00,0.03,4.12,32.72,53.73,34.76,3.93,3.97,2.79,8.29,9.23,0.00,0.45,0.22,0.00,7.35,1.20,0.00,0.17,0.00,0.16,0.02,0.00,0.00,0.00,0.13,0.00,4.42,30.70,35.03,43.90,53.81,24.44,35.29,3.10,5.31,3.97,7.07,0.80,6.08,5.19,9.45,8.82,11.33,0.00,0.00,0.45,4.93,0.00,0.22,0.00,0.00,3.37,7.35,0.00,1.27,0.00,0.19,0.17,0.76,0.00,0.59,0.13,0.67,0.00,0.02,"1",-22.76040000000,-20.28260000000,-11.91960000000,-4.87888000000,3.41371000000,12.25820000000,14.91370000000,11.99150000000,5.88779000000,-2.32333000000,-14.83810000000,-20.23720000000,-4.06460000000
"135","24",Olefeldt,"Galchenko et al., 2001, Microbiology",64.83,77.58333333,"Tarko-Sale, Tuymen Oblast, Russia",Tarko,Russia,NA,Dry Bogs,Dry peatlands,PermBog,NA,S,"2001","1995",NA,"3",JuJA,E,"3","1",NA,NA,"1.758154622","57.3","47.3",NA,NA,NA,NA,NA,NA,NA,NA,"10.92666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,D,D,A,A,NA,"-4.06",TarkoPermBog,"548.975","6","0.301029995663981","10968",77.75,64.75,100.00,1327141012.000000000000000,0.00,0.03,4.12,32.72,53.73,34.76,3.93,3.97,2.79,8.29,9.23,0.00,0.45,0.22,0.00,7.35,1.20,0.00,0.17,0.00,0.16,0.02,0.00,0.00,0.00,0.13,0.00,4.42,30.70,35.03,43.90,53.81,24.44,35.29,3.10,5.31,3.97,7.07,0.80,6.08,5.19,9.45,8.82,11.33,0.00,0.00,0.45,4.93,0.00,0.22,0.00,0.00,3.37,7.35,0.00,1.27,0.00,0.19,0.17,0.76,0.00,0.59,0.13,0.67,0.00,0.02,"1",-22.76040000000,-20.28260000000,-11.91960000000,-4.87888000000,3.41371000000,12.25820000000,14.91370000000,11.99150000000,5.88779000000,-2.32333000000,-14.83810000000,-20.23720000000,-4.06460000000
"136","24",Olefeldt,"Galchenko et al., 2001, Microbiology",64.83,77.58333333,"Tarko-Sale, Tuymen Oblast, Russia",Tarko,Russia,NA,Bogs,Sphagnum/Sedge,Bog,NA,S,"2001","1995",NA,"3",JuJA,E,"3","1",NA,NA,"1.960946196","91.4","81.4",NA,NA,NA,NA,NA,NA,NA,NA,"10.92666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,D,D,A,A,NA,"-4.06",TarkoBog,"548.975","6","0.301029995663981","10968",77.75,64.75,100.00,1327141012.000000000000000,0.00,0.03,4.12,32.72,53.73,34.76,3.93,3.97,2.79,8.29,9.23,0.00,0.45,0.22,0.00,7.35,1.20,0.00,0.17,0.00,0.16,0.02,0.00,0.00,0.00,0.13,0.00,4.42,30.70,35.03,43.90,53.81,24.44,35.29,3.10,5.31,3.97,7.07,0.80,6.08,5.19,9.45,8.82,11.33,0.00,0.00,0.45,4.93,0.00,0.22,0.00,0.00,3.37,7.35,0.00,1.27,0.00,0.19,0.17,0.76,0.00,0.59,0.13,0.67,0.00,0.02,"1",-22.76040000000,-20.28260000000,-11.91960000000,-4.87888000000,3.41371000000,12.25820000000,14.91370000000,11.99150000000,5.88779000000,-2.32333000000,-14.83810000000,-20.23720000000,-4.06460000000
"137","25",Olefeldt,"Glagolev et al., 2010, Tomsk State Pedagogical University Bulletin",67.3,79.53333333,"Taz, Tyumen Oblast, Russia",Taz,Russia,Taz.Mez,Tundra,Mesotrophic fen,PermWet,NA,S,"2010","2009",NA,"3",JuJA,C,"7","6",NA,NA,"2.166430114","146.7","136.7",NA,"177.6",NA,NA,NA,NA,NA,"18","9.486666667","6.7","6.7","15","10","10",NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,D,D,A,A,A,"-5.82",TazPermWet,"637.44","11","0.845098040014257","13955",79.75,67.25,100.00,1203660658.000000000000000,0.00,0.00,61.54,0.00,28.62,5.95,18.13,4.54,0.00,0.00,9.34,0.00,0.38,0.70,0.30,1.90,4.15,1.90,0.50,0.00,0.16,0.34,0.00,0.00,0.00,0.98,52.59,61.54,0.00,0.32,28.60,36.34,5.83,7.61,14.48,18.13,2.22,4.54,0.00,0.44,0.00,0.26,8.54,10.06,0.00,0.24,0.38,1.34,0.34,0.90,0.22,0.51,1.90,3.34,3.59,4.42,1.12,2.90,0.00,0.50,0.00,0.00,0.09,0.48,0.18,0.35,"10",-23.47150000000,-21.68260000000,-14.43070000000,-7.79368000000,0.38779400000,9.36555000000,12.82850000000,10.69520000000,4.95444000000,-3.90851000000,-15.85670000000,-21.02510000000,-5.82810000000
"138","26",Kuhn,Hanis et al. 2013 Biogeosciences,58.67,-93.83,"Churchill, Manitoba, Canada",Churchill,Canada,Eutrophic fen ,Forest-Tundra Ecotone,Eutrophic palsa fen ,Fen,Y,S,"2013","2010","118","2",JuJ,E,NA,NA,"90","6.7","1.128915978","13.456","3.456",NA,NA,NA,NA,NA,"4.125","314.025","12","12.755","9",NA,"5","-2","-2","0","-6","6",NA,NA,"40","150",NA,C,P,N,NA,D,P,P,A,P,"-6.15",ChurchillFen,"420.555","6",NA,"4627",-93.75,58.75,56.90,919473042.899999856948853,0.00,0.00,19.41,1.40,67.67,21.64,12.15,1.10,6.68,26.11,11.31,1.50,5.81,0.00,0.12,3.75,0.00,0.12,0.21,0.00,0.21,0.00,0.00,0.00,0.00,0.00,13.77,24.20,0.00,2.89,62.00,67.67,21.64,29.75,10.03,19.46,0.18,1.24,0.65,6.68,8.54,26.13,11.31,15.13,0.54,1.50,1.15,5.81,0.00,0.03,0.00,0.22,3.03,12.13,0.00,0.30,0.00,0.22,0.02,0.21,0.00,0.00,0.01,0.23,0.00,0.00,"1",-25.77890000000,-24.71220000000,-18.78630000000,-9.54184000000,-0.75665100000,7.65075000000,13.08040000000,12.43590000000,6.93962000000,-0.88629000000,-11.87890000000,-21.51740000000,-6.14598000000
"139","26",Kuhn,Hanis et al. 2013 Biogeosciences,58.67,-93.83,"Churchill, Manitoba, Canada",Churchill,Canada,Eutrophic fen ,Forest-Tundra Ecotone,Eutrophic palsa fen ,Fen,Y,S,"2013","2009","117","2",JuJ,E,NA,NA,"90","6.7","1.155943018","14.32","4.32",NA,"152",NA,NA,NA,"4.125","314.025","12","12.755","12",NA,"5","-15","-15","0","-6","6",NA,NA,"40","150",NA,C,P,N,NA,D,P,P,A,P,"-6.15",ChurchillFen,"420.555","6",NA,"4627",-93.75,58.75,56.90,919473042.899999856948853,0.00,0.00,19.41,1.40,67.67,21.64,12.15,1.10,6.68,26.11,11.31,1.50,5.81,0.00,0.12,3.75,0.00,0.12,0.21,0.00,0.21,0.00,0.00,0.00,0.00,0.00,13.77,24.20,0.00,2.89,62.00,67.67,21.64,29.75,10.03,19.46,0.18,1.24,0.65,6.68,8.54,26.13,11.31,15.13,0.54,1.50,1.15,5.81,0.00,0.03,0.00,0.22,3.03,12.13,0.00,0.30,0.00,0.22,0.02,0.21,0.00,0.00,0.01,0.23,0.00,0.00,"1",-25.77890000000,-24.71220000000,-18.78630000000,-9.54184000000,-0.75665100000,7.65075000000,13.08040000000,12.43590000000,6.93962000000,-0.88629000000,-11.87890000000,-21.51740000000,-6.14598000000
"140","26",Kuhn,Hanis et al. 2013 Biogeosciences,58.67,-93.83,"Churchill, Manitoba, Canada",Churchill,Canada,Eutrophic fen ,Forest-Tundra Ecotone,Eutrophic palsa fen ,Fen,Y,S,"2013","2011","119","2",JuJ,E,NA,NA,"90","6.7","1.181386195","15.184","5.184",NA,NA,NA,NA,NA,"4.125","314.025","12","12.755","15",NA,"5","-10","-10","0","-6","6",NA,NA,"40","150",NA,C,P,N,NA,D,P,P,A,P,"-6.15",ChurchillFen,"420.555","6",NA,"4627",-93.75,58.75,56.90,919473042.899999856948853,0.00,0.00,19.41,1.40,67.67,21.64,12.15,1.10,6.68,26.11,11.31,1.50,5.81,0.00,0.12,3.75,0.00,0.12,0.21,0.00,0.21,0.00,0.00,0.00,0.00,0.00,13.77,24.20,0.00,2.89,62.00,67.67,21.64,29.75,10.03,19.46,0.18,1.24,0.65,6.68,8.54,26.13,11.31,15.13,0.54,1.50,1.15,5.81,0.00,0.03,0.00,0.22,3.03,12.13,0.00,0.30,0.00,0.22,0.02,0.21,0.00,0.00,0.01,0.23,0.00,0.00,"1",-25.77890000000,-24.71220000000,-18.78630000000,-9.54184000000,-0.75665100000,7.65075000000,13.08040000000,12.43590000000,6.93962000000,-0.88629000000,-11.87890000000,-21.51740000000,-6.14598000000
"141","26",Kuhn,Hanis et al. 2013 Biogeosciences,58.67,-93.83,"Churchill, Manitoba, Canada",Churchill,Canada,Eutrophic fen ,Forest-Tundra Ecotone,Eutrophic palsa fen ,Fen,Y,S,"2013","2012","120","2",JuJ,E,NA,NA,"90","6.7","1.249834042","17.776","7.776",NA,NA,NA,NA,NA,"4.125","314.025","12","12.755","14",NA,"5","-6","-6","0","-6","6",NA,NA,"40","150",NA,C,P,N,NA,D,P,P,A,P,"-6.15",ChurchillFen,"420.555","6",NA,"4627",-93.75,58.75,56.90,919473042.899999856948853,0.00,0.00,19.41,1.40,67.67,21.64,12.15,1.10,6.68,26.11,11.31,1.50,5.81,0.00,0.12,3.75,0.00,0.12,0.21,0.00,0.21,0.00,0.00,0.00,0.00,0.00,13.77,24.20,0.00,2.89,62.00,67.67,21.64,29.75,10.03,19.46,0.18,1.24,0.65,6.68,8.54,26.13,11.31,15.13,0.54,1.50,1.15,5.81,0.00,0.03,0.00,0.22,3.03,12.13,0.00,0.30,0.00,0.22,0.02,0.21,0.00,0.00,0.01,0.23,0.00,0.00,"1",-25.77890000000,-24.71220000000,-18.78630000000,-9.54184000000,-0.75665100000,7.65075000000,13.08040000000,12.43590000000,6.93962000000,-0.88629000000,-11.87890000000,-21.51740000000,-6.14598000000
"143","27",Olefeldt,"Hargreaves et al., 2001, Theor Appl Climatol.",69.13,27.26666667,"Kaamanen, Finland",Kaamanen,Finland,NA,Aapa mire,"Carpet, pool and hummock mosaic",Bog,NA,F,"2001","1998",NA,"2",MJu ,E,NA,NA,NA,NA,"1.499687083","31.6","21.6",NA,NA,NA,NA,NA,"0.5",NA,"5","12.105","0.5","0.5","10","5","5",NA,NA,NA,NA,NA,"100",NA,NA,S,A,N,NA,D,P,A,A,P,"-0.66",KaamanenBog,"478.035","6",NA,"16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
"144","27",Olefeldt,"Hargreaves et al., 2001, Theor Appl Climatol.",69.13,27.26666667,"Kaamanen, Finland",Kaamanen,Finland,NA,Aapa mire,"Carpet, pool and hummock mosaic",Bog,NA,T ,"2001","1997",NA,"2",MJu ,E,NA,NA,NA,NA,"1.683047038","48.2","38.2",NA,"121",NA,NA,NA,"0.5",NA,"5","12.105","12.4","12.4","10","-2","-2",NA,NA,NA,NA,NA,"100",NA,NA,S,A,N,NA,D,P,A,A,P,"-0.66",KaamanenBog,"478.035","6",NA,"16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
"145","27",Olefeldt,"Hargreaves et al., 2001, Theor Appl Climatol.",69.13,27.26666667,"Kaamanen, Finland",Kaamanen,Finland,NA,Aapa mire,"Carpet, pool and hummock mosaic",Bog,NA,S,"2001","1995",NA,"2",MJu ,E,NA,NA,NA,NA,NA,NA,NA,NA,"95",NA,NA,NA,"0.5",NA,NA,"12.105",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,S,A,N,NA,D,P,A,A,P,"-0.66",KaamanenBog,"478.035","6",NA,"16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
"148","28",Kuhn,"Hartley et al., Global Change Biology",69.49,27.230278,Northern Finland,Northern,Finland,mire edge hummock,Aapa mire,interhummocks,Bog,N,S,"2009","2008","61","3",JuJA,C,"6","6",NA,NA,"1.025305865","10.6","0.6",NA,"2.21184",NA,NA,NA,"-2",NA,NA,"10.54333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,A,NA,NA,NA,P,D,NA,P,"-0.66",NorthernBog,"478.035","6","0.845098040014257","16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
"149","28",Kuhn,"Hartley et al., Global Change Biology",69.49,27.230278,Northern Finland,Northern,Finland,mire edge interhummocks sphagnum,Aapa mire,interhummocks,Bog,N,S,"2009","2008","61","3",JuJA,C,"4","6",NA,NA,"1.055378331","11.36","1.36",NA,"2.0736",NA,NA,NA,"-2",NA,NA,"10.54333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,A,NA,NA,NA,D,P,NA,P,"-0.66",NorthernBog,"478.035","6","0.845098040014257","16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
"150","28",Kuhn,"Hartley et al., Global Change Biology",69.49,27.230278,Northern Finland,Northern,Finland,Mire: sphagnum,Aapa mire,hummocks,Bog,N,S,"2009","2008","61","3",JuJA,C,"10","6",NA,NA,"1.51600623","32.81","22.81",NA,"44.2368",NA,NA,NA,"-2",NA,NA,"10.54333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,A,NA,NA,P,D,NA,NA,P,"-0.66",NorthernBog,"478.035","6","0.845098040014257","16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
"151","28",Kuhn,"Hartley et al., Global Change Biology",69.49,27.230278,Northern Finland,Northern,Finland,Mire:lawn,Aapa mire,Graminoid lawns,Bog,N,S,"2009","2008","61","3",JuJA,C,"10","6",NA,NA,"1.984077034","96.4","86.4",NA,"145.152",NA,NA,NA,"-2",NA,NA,"10.54333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,A,NA,NA,D,P,NA,NA,NA,"-0.66",NorthernBog,"478.035","6","0.845098040014257","16134",27.25,69.25,100.00,1103108533.000000000000000,0.00,0.45,4.94,46.78,38.76,1.37,0.59,2.02,14.18,20.59,8.86,1.66,2.74,0.00,2.78,1.19,0.00,0.48,0.21,0.00,0.14,0.07,0.00,0.00,0.29,2.59,2.74,7.59,38.47,49.11,38.76,44.48,0.82,2.21,0.23,1.20,1.65,2.05,11.96,19.98,20.57,23.80,8.84,9.99,1.39,1.87,2.67,3.38,0.00,0.31,2.17,2.87,1.19,2.59,0.00,0.02,0.24,0.75,0.21,0.72,0.00,0.18,0.09,0.57,0.00,0.07,"6",-13.52330000000,-12.62700000000,-7.64185000000,-1.94554000000,4.27667000000,10.47300000000,13.74700000000,11.51370000000,6.38037000000,-0.55294700000,-7.49368000000,-10.56600000000,-0.66330000000
